user_id,order_date,gmv,margin,items,order_id,is_first_order
16,2026-01-22,971.0,127.0,2,16,False
16,2026-01-27,1234.0,224.0,3,17,False
17,2026-03-02,2158.0,157.0,4,1,True
17,2026-03-15,2510.0,120.0,2,2,False
17,2026-03-25,2719.0,265.0,3,3,False
17,2026-04-14,3080.0,225.0,5,4,False
17,2026-04-19,1970.0,194.0,3,5,False
17,2026-05-05,300.0,130.0,2,6,False
17,2026-05-19,3322.0,226.0,1,7,False
17,2026-05-31,2937.0,165.0,4,8,False
17,2026-06-03,1584.0,138.0,2,9,False
17,2026-06-18,2695.0,85.0,6,10,False
18,2025-09-02,1348.0,180.0,3,1,True
18,2025-09-08,953.0,219.0,3,2,False
18,2025-09-14,1194.0,123.0,5,3,False
18,2025-09-30,2531.0,175.0,1,4,False
18,2025-10-07,2028.0,342.0,2,5,False
18,2025-10-16,1658.0,47.0,3,6,False
18,2025-10-25,1681.0,247.0,1,7,False
18,2025-11-05,497.0,274.0,3,8,False
18,2025-11-19,1067.0,198.0,4,9,False
19,2026-06-15,2466.0,180.0,4,1,True
19,2026-07-28,2198.0,98.0,1,2,False
19,2026-08-05,1249.0,101.0,3,3,False
20,2026-03-28,2913.0,188.0,1,1,True
20,2026-04-03,2366.0,229.0,1,2,False
20,2026-04-12,812.0,116.0,3,3,False
20,2026-04-18,1655.0,219.0,4,4,False
20,2026-04-21,888.0,262.0,2,5,False
20,2026-04-26,2580.0,181.0,3,6,False
20,2026-05-24,1090.0,306.0,3,7,False
20,2026-06-10,1003.0,192.0,2,8,False
20,2026-06-14,1931.0,169.0,5,9,False
21,2026-05-27,2084.0,160.0,3,1,True
21,2026-06-27,2680.0,184.0,3,2,False
21,2026-07-29,2800.0,182.0,3,3,False
21,2026-07-31,912.0,198.0,1,4,False
21,2026-08-14,300.0,207.0,1,5,False
22,2025-12-15,1608.0,136.0,1,1,True
22,2025-12-20,2186.0,57.0,1,2,False
22,2026-01-04,411.0,6.0,4,3,False
22,2026-02-01,3299.0,107.0,4,4,False
22,2026-02-11,1306.0,107.0,1,5,False
22,2026-02-20,3349.0,14.0,2,6,False
22,2026-03-19,1119.0,61.0,4,7,False
22,2026-03-25,3653.0,29.0,2,8,False
22,2026-04-10,2840.0,72.0,4,9,False
23,2026-08-07,2295.0,233.0,1,1,True
23,2026-08-11,807.0,251.0,1,2,False
24,2026-07-15,2282.0,287.0,4,1,True
24,2026-07-17,3093.0,88.0,3,2,False
25,2026-06-08,945.0,163.0,4,1,True
25,2026-06-10,2632.0,231.0,5,2,False
25,2026-06-11,2401.0,268.0,1,3,False
25,2026-06-24,1836.0,144.0,5,4,False
25,2026-06-25,3431.0,199.0,3,5,False
25,2026-07-02,4101.0,198.0,3,6,False
25,2026-07-07,2477.0,165.0,2,7,False
25,2026-07-12,632.0,257.0,7,8,False
25,2026-07-15,2346.0,289.0,7,9,False
25,2026-07-30,3157.0,133.0,1,10,False
26,2025-10-23,1258.0,248.0,4,1,True
26,2025-10-26,1005.0,198.0,5,2,False
26,2025-11-16,1420.0,246.0,3,3,False
26,2025-12-06,849.0,223.0,1,4,False
26,2025-12-14,4337.0,239.0,1,5,False
26,2025-12-16,2337.0,203.0,2,6,False
26,2025-12-28,939.0,209.0,1,7,False
26,2026-01-03,1989.0,223.0,2,8,False
26,2026-01-04,1683.0,172.0,4,9,False
26,2026-01-10,2164.0,205.0,3,10,False
26,2026-01-13,3026.0,277.0,1,11,False
26,2026-01-19,2171.0,92.0,2,12,False
26,2026-01-20,1320.0,186.0,3,13,False
26,2026-01-30,985.0,152.0,4,14,False
27,2026-01-27,1557.0,193.0,5,1,True
27,2026-01-28,3368.0,239.0,6,2,False
27,2026-02-01,2129.0,180.0,3,3,False
27,2026-02-02,1799.0,186.0,1,4,False
27,2026-02-03,2320.0,174.0,1,5,False
27,2026-02-06,3089.0,262.0,5,6,False
27,2026-02-08,737.0,136.0,4,7,False
27,2026-02-11,2461.0,172.0,2,8,False
27,2026-02-13,817.0,230.0,3,9,False
27,2026-02-20,1605.0,171.0,2,10,False
27,2026-02-25,577.0,185.0,9,11,False
27,2026-03-03,300.0,136.0,3,12,False
27,2026-03-12,2180.0,275.0,2,13,False
27,2026-03-13,1354.0,120.0,1,14,False
27,2026-03-14,850.0,194.0,6,15,False
27,2026-03-15,1638.0,140.0,3,16,False
27,2026-03-17,1334.0,99.0,4,17,False
27,2026-03-22,2802.0,218.0,3,18,False
27,2026-03-27,1982.0,175.0,3,19,False
27,2026-03-29,1502.0,144.0,1,20,False
27,2026-04-06,1293.0,102.0,3,21,False
27,2026-04-09,828.0,235.0,4,22,False
27,2026-04-13,366.0,158.0,7,23,False
27,2026-04-14,3352.0,262.0,4,24,False
27,2026-04-16,3917.0,200.0,1,25,False
27,2026-04-18,2690.0,294.0,3,26,False
27,2026-04-19,533.0,182.0,3,27,False
27,2026-04-24,1610.0,104.0,3,28,False
27,2026-04-29,1627.0,209.0,5,29,False
27,2026-05-06,3657.0,137.0,3,30,False
27,2026-05-16,1279.0,197.0,9,31,False
28,2025-09-01,1791.0,137.0,3,1,True
28,2025-09-29,2033.0,280.0,2,2,False
28,2025-10-07,2326.0,109.0,3,3,False
28,2025-10-16,1254.0,111.0,3,4,False
29,2025-10-05,300.0,135.0,7,1,True
29,2025-11-03,1910.0,242.0,1,2,False
29,2026-01-17,1954.0,211.0,3,3,False
29,2026-01-20,1920.0,146.0,3,4,False
30,2026-04-24,3172.0,200.0,1,1,True
30,2026-04-28,3037.0,172.0,2,2,False
30,2026-05-01,2411.0,92.0,5,3,False
30,2026-05-13,2053.0,87.0,1,4,False
30,2026-05-17,2077.0,206.0,3,5,False
30,2026-06-08,2495.0,69.0,5,6,False
30,2026-06-22,1872.0,87.0,1,7,False
30,2026-06-24,3492.0,160.0,1,8,False
30,2026-07-30,2763.0,126.0,2,9,False
31,2026-05-22,1799.0,233.0,3,1,True
31,2026-05-30,3186.0,174.0,3,2,False
31,2026-06-29,1599.0,262.0,3,3,False
31,2026-07-03,3566.0,229.0,7,4,False
31,2026-07-16,1482.0,254.0,2,5,False
31,2026-07-22,3229.0,223.0,5,6,False
31,2026-07-30,502.0,142.0,5,7,False
31,2026-08-02,2617.0,169.0,4,8,False
31,2026-08-05,2087.0,206.0,2,9,False
32,2026-08-11,2540.0,248.0,3,1,True
33,2025-12-05,2405.0,78.0,4,1,True
33,2026-01-15,2807.0,136.0,3,2,False
33,2026-01-19,2515.0,173.0,5,3,False
33,2026-01-23,2027.0,192.0,4,4,False
33,2026-01-25,2320.0,192.0,1,5,False
33,2026-01-26,1406.0,174.0,2,6,False
33,2026-02-01,1697.0,154.0,1,7,False
33,2026-02-02,2998.0,246.0,3,8,False
33,2026-03-05,3111.0,134.0,3,9,False
33,2026-03-06,822.0,132.0,3,10,False
34,2025-12-20,1565.0,63.0,3,1,True
34,2025-12-24,3831.0,99.0,3,2,False
34,2025-12-26,2947.0,126.0,4,3,False
34,2026-01-04,3425.0,130.0,3,4,False
34,2026-01-09,2829.0,125.0,4,5,False
34,2026-01-25,1187.0,57.0,1,6,False
34,2026-01-27,563.0,108.0,3,7,False
34,2026-02-01,2293.0,46.0,1,8,False
34,2026-02-07,1958.0,25.0,2,9,False
34,2026-02-11,2951.0,139.0,3,10,False
34,2026-02-19,3007.0,24.0,6,11,False
34,2026-03-24,767.0,134.0,5,12,False
35,2026-03-16,1587.0,179.0,4,1,True
35,2026-04-22,2264.0,85.0,1,2,False
36,2025-10-11,1638.0,157.0,1,1,True
36,2025-10-13,1347.0,130.0,1,2,False
36,2025-10-14,1386.0,124.0,6,3,False
36,2025-10-16,1143.0,122.0,3,4,False
36,2025-10-19,1283.0,236.0,7,5,False
36,2025-10-20,575.0,218.0,2,6,False
36,2025-10-23,2950.0,178.0,4,7,False
36,2025-10-27,2489.0,93.0,3,8,False
36,2025-10-28,1549.0,288.0,5,9,False
36,2025-10-29,3132.0,306.0,6,10,False
36,2025-11-02,1120.0,264.0,5,11,False
36,2025-11-05,3192.0,221.0,4,12,False
36,2025-11-11,1637.0,301.0,3,13,False
36,2025-11-15,300.0,201.0,2,14,False
36,2025-11-16,2152.0,253.0,2,15,False
36,2025-11-17,1175.0,309.0,4,16,False
36,2025-11-21,747.0,191.0,2,17,False
36,2025-11-25,2104.0,253.0,4,18,False
36,2025-11-26,3245.0,219.0,5,19,False
36,2025-11-29,1606.0,216.0,2,20,False
36,2025-11-30,2054.0,86.0,7,21,False
36,2025-12-01,1093.0,217.0,3,22,False
36,2025-12-09,1865.0,246.0,1,23,False
36,2025-12-16,2351.0,307.0,4,24,False
36,2025-12-17,1526.0,257.0,3,25,False
36,2025-12-22,1591.0,179.0,6,26,False
36,2025-12-27,1195.0,265.0,3,27,False
36,2026-01-08,2213.0,231.0,2,28,False
36,2026-01-10,1301.0,147.0,4,29,False
36,2026-01-12,2557.0,144.0,3,30,False
36,2026-01-16,916.0,242.0,4,31,False
36,2026-01-18,2303.0,224.0,2,32,False
36,2026-01-22,3360.0,135.0,4,33,False
37,2025-09-23,2013.0,267.0,1,1,True
37,2025-09-24,1425.0,133.0,3,2,False
37,2025-09-27,1922.0,166.0,4,3,False
37,2025-09-28,1067.0,149.0,1,4,False
37,2025-10-03,1428.0,294.0,3,5,False
37,2025-10-10,1946.0,284.0,1,6,False
37,2025-10-12,300.0,331.0,2,7,False
37,2025-10-13,3153.0,155.0,4,8,False
37,2025-10-15,1731.0,186.0,1,9,False
37,2025-10-22,3435.0,247.0,3,10,False
37,2025-10-24,2102.0,304.0,3,11,False
37,2025-10-25,1050.0,123.0,3,12,False
37,2025-10-29,2900.0,265.0,2,13,False
37,2025-11-03,1128.0,336.0,3,14,False
37,2025-11-10,2651.0,156.0,1,15,False
37,2025-11-13,1382.0,198.0,2,16,False
37,2025-11-15,3152.0,268.0,4,17,False
37,2025-11-16,2414.0,193.0,5,18,False
37,2025-11-19,2308.0,215.0,1,19,False
37,2025-11-21,2630.0,206.0,3,20,False
37,2025-11-26,814.0,264.0,1,21,False
37,2025-11-27,1019.0,302.0,5,22,False
37,2025-12-03,3722.0,206.0,2,23,False
37,2025-12-09,1819.0,153.0,2,24,False
37,2025-12-11,2602.0,185.0,3,25,False
37,2025-12-12,1303.0,221.0,5,26,False
37,2025-12-13,1544.0,199.0,6,27,False
37,2025-12-20,2083.0,202.0,3,28,False
37,2025-12-25,916.0,122.0,5,29,False
37,2025-12-29,1882.0,161.0,3,30,False
37,2026-01-03,636.0,98.0,7,31,False
37,2026-01-10,2818.0,147.0,5,32,False
37,2026-01-11,1157.0,204.0,1,33,False
37,2026-01-14,1902.0,292.0,1,34,False
37,2026-01-15,2726.0,239.0,4,35,False
38,2026-04-16,412.0,334.0,1,1,True
38,2026-04-19,1451.0,282.0,2,2,False
38,2026-05-07,2670.0,183.0,4,3,False
39,2025-11-03,1878.0,205.0,2,1,True
39,2025-11-12,829.0,156.0,7,2,False
39,2025-11-19,1543.0,160.0,2,3,False
39,2025-11-22,1708.0,191.0,2,4,False
39,2025-11-23,300.0,163.0,3,5,False
39,2025-11-26,1032.0,193.0,1,6,False
39,2025-12-08,1540.0,233.0,3,7,False
39,2025-12-26,1309.0,167.0,2,8,False
39,2025-12-27,457.0,266.0,4,9,False
39,2026-01-07,3552.0,257.0,5,10,False
39,2026-01-12,300.0,133.0,4,11,False
39,2026-01-17,2106.0,263.0,4,12,False
39,2026-02-06,1334.0,302.0,4,13,False
39,2026-02-16,1491.0,191.0,5,14,False
40,2026-04-16,1770.0,206.0,3,1,True
40,2026-04-26,2505.0,210.0,2,2,False
40,2026-05-04,2317.0,257.0,2,3,False
40,2026-05-19,2344.0,276.0,3,4,False
40,2026-05-27,2357.0,215.0,4,5,False
40,2026-06-09,1702.0,91.0,4,6,False
40,2026-06-20,1180.0,115.0,2,7,False
40,2026-06-25,2799.0,68.0,4,8,False
40,2026-07-28,1604.0,267.0,2,9,False
41,2026-01-18,4122.0,278.0,2,1,True
41,2026-01-21,1532.0,195.0,4,2,False
41,2026-01-22,1412.0,160.0,7,3,False
41,2026-02-20,2399.0,182.0,1,4,False
41,2026-02-22,300.0,179.0,3,5,False
41,2026-02-23,2069.0,232.0,1,6,False
41,2026-03-07,1557.0,223.0,2,7,False
41,2026-03-08,1077.0,259.0,5,8,False
41,2026-03-17,2709.0,215.0,2,9,False
41,2026-04-19,3036.0,262.0,7,10,False
41,2026-04-26,1225.0,200.0,3,11,False
41,2026-05-03,2438.0,142.0,4,12,False
42,2026-07-03,1405.0,207.0,8,1,True
43,2026-04-23,2816.0,140.0,5,1,True
43,2026-04-24,2056.0,247.0,6,2,False
43,2026-04-25,715.0,239.0,4,3,False
43,2026-05-05,1753.0,229.0,3,4,False
43,2026-05-07,2927.0,78.0,5,5,False
43,2026-05-10,1871.0,175.0,1,6,False
43,2026-05-13,1873.0,187.0,2,7,False
43,2026-05-15,2091.0,145.0,1,8,False
43,2026-05-16,2060.0,273.0,2,9,False
43,2026-05-18,825.0,226.0,6,10,False
43,2026-05-19,935.0,205.0,5,11,False
43,2026-05-20,1057.0,282.0,1,12,False
43,2026-05-24,1420.0,92.0,8,13,False
43,2026-05-30,1463.0,161.0,7,14,False
43,2026-06-04,1737.0,240.0,2,15,False
43,2026-06-06,2810.0,160.0,3,16,False
43,2026-06-16,3215.0,119.0,2,17,False
43,2026-06-20,300.0,214.0,4,18,False
43,2026-06-21,3533.0,133.0,1,19,False
43,2026-06-22,1297.0,251.0,1,20,False
43,2026-06-24,983.0,303.0,3,21,False
43,2026-06-25,1292.0,168.0,5,22,False
43,2026-06-28,3042.0,244.0,1,23,False
43,2026-07-04,3197.0,306.0,6,24,False
43,2026-07-13,2280.0,77.0,2,25,False
43,2026-07-14,746.0,172.0,3,26,False
43,2026-08-03,300.0,131.0,3,27,False
43,2026-08-11,3323.0,201.0,3,28,False
44,2025-12-12,300.0,132.0,1,1,True
44,2025-12-18,2522.0,226.0,4,2,False
44,2025-12-23,1026.0,115.0,4,3,False
44,2026-01-01,1019.0,167.0,2,4,False
44,2026-01-04,2823.0,267.0,2,5,False
44,2026-01-07,1762.0,216.0,7,6,False
44,2026-01-08,1050.0,288.0,6,7,False
44,2026-01-10,2030.0,130.0,2,8,False
44,2026-01-13,300.0,163.0,5,9,False
44,2026-01-22,3683.0,154.0,1,10,False
44,2026-01-27,3233.0,173.0,2,11,False
44,2026-03-07,2962.0,131.0,1,12,False
44,2026-03-10,765.0,391.0,3,13,False
45,2026-06-25,3442.0,273.0,6,1,True
45,2026-07-25,1177.0,195.0,3,2,False
45,2026-08-03,1709.0,191.0,6,3,False
46,2026-06-02,611.0,139.0,3,1,True
46,2026-06-03,2739.0,111.0,2,2,False
46,2026-06-05,405.0,146.0,3,3,False
46,2026-06-07,1124.0,305.0,1,4,False
46,2026-06-08,1997.0,154.0,1,5,False
46,2026-06-09,2924.0,180.0,4,6,False
46,2026-06-11,3046.0,292.0,4,7,False
46,2026-06-13,4761.0,236.0,7,8,False
46,2026-06-14,1940.0,250.0,2,9,False
46,2026-06-16,2607.0,187.0,4,10,False
46,2026-06-18,2040.0,158.0,2,11,False
46,2026-06-19,2145.0,240.0,4,12,False
46,2026-06-21,1871.0,204.0,3,13,False
46,2026-06-23,1131.0,289.0,1,14,False
46,2026-06-24,678.0,199.0,3,15,False
46,2026-06-25,2197.0,214.0,3,16,False
46,2026-06-26,2524.0,111.0,5,17,False
46,2026-06-29,1182.0,183.0,6,18,False
46,2026-06-30,1452.0,254.0,1,19,False
46,2026-07-01,3451.0,242.0,2,20,False
46,2026-07-05,2899.0,191.0,4,21,False
46,2026-07-08,474.0,224.0,5,22,False
46,2026-07-11,1579.0,226.0,3,23,False
46,2026-07-12,875.0,237.0,3,24,False
46,2026-07-13,3329.0,198.0,1,25,False
46,2026-07-18,2598.0,154.0,2,26,False
46,2026-07-20,300.0,132.0,4,27,False
46,2026-07-28,1300.0,170.0,5,28,False
46,2026-07-30,886.0,228.0,5,29,False
46,2026-07-31,1733.0,196.0,4,30,False
46,2026-08-01,1003.0,172.0,4,31,False
46,2026-08-03,1262.0,330.0,2,32,False
46,2026-08-04,2248.0,247.0,1,33,False
46,2026-08-06,2584.0,162.0,3,34,False
46,2026-08-08,2025.0,239.0,5,35,False
46,2026-08-09,2879.0,223.0,2,36,False
46,2026-08-12,300.0,208.0,7,37,False
46,2026-08-15,2135.0,181.0,4,38,False
47,2025-12-25,1638.0,231.0,4,1,True
47,2026-02-01,2066.0,-69.0,3,2,False
47,2026-02-13,1571.0,61.0,3,3,False
47,2026-03-06,1604.0,177.0,4,4,False
47,2026-04-19,528.0,7.0,5,5,False
48,2025-11-26,800.0,262.0,3,1,True
48,2025-12-17,1261.0,153.0,2,2,False
48,2025-12-23,1933.0,166.0,7,3,False
48,2025-12-30,2028.0,254.0,3,4,False
48,2026-01-09,3041.0,263.0,4,5,False
48,2026-01-11,1920.0,287.0,3,6,False
48,2026-01-12,2612.0,181.0,2,7,False
48,2026-01-13,760.0,85.0,3,8,False
48,2026-01-14,1896.0,284.0,2,9,False
48,2026-02-02,586.0,192.0,3,10,False
48,2026-02-09,3003.0,195.0,4,11,False
48,2026-02-20,1611.0,188.0,2,12,False
49,2026-04-17,2198.0,246.0,5,1,True
49,2026-05-04,2077.0,197.0,4,2,False
49,2026-05-25,1571.0,202.0,1,3,False
49,2026-06-02,492.0,188.0,5,4,False
49,2026-06-04,404.0,141.0,2,5,False
49,2026-06-07,926.0,202.0,3,6,False
49,2026-06-14,1581.0,146.0,2,7,False
49,2026-06-19,422.0,112.0,1,8,False
49,2026-06-23,2941.0,213.0,3,9,False
49,2026-07-20,1712.0,141.0,5,10,False
49,2026-08-10,1774.0,116.0,2,11,False
50,2025-09-25,1169.0,22.0,5,1,True
50,2025-10-26,2122.0,33.0,3,2,False
50,2025-11-24,1293.0,4.0,4,3,False
50,2025-12-24,2285.0,31.0,4,4,False
51,2025-10-26,300.0,61.0,5,1,True
51,2025-11-13,1526.0,-31.0,3,2,False
51,2025-11-25,2851.0,44.0,3,3,False
51,2025-12-01,3558.0,46.0,2,4,False
51,2025-12-26,2343.0,-33.0,1,5,False
51,2026-01-11,2306.0,132.0,1,6,False
52,2025-08-21,1208.0,300.0,2,1,True
52,2025-09-14,1554.0,217.0,5,2,False
52,2025-09-20,2196.0,199.0,4,3,False
52,2025-10-15,3245.0,320.0,2,4,False
52,2025-10-25,2505.0,115.0,1,5,False
52,2025-11-09,1767.0,175.0,4,6,False
53,2026-05-29,827.0,263.0,4,1,True
53,2026-06-20,2007.0,207.0,5,2,False
53,2026-06-21,2018.0,221.0,5,3,False
53,2026-06-29,1423.0,252.0,5,4,False
53,2026-07-03,1187.0,260.0,4,5,False
53,2026-08-09,1148.0,223.0,6,6,False
53,2026-08-14,599.0,162.0,2,7,False
54,2026-04-19,2383.0,-48.0,2,1,True
54,2026-04-28,937.0,67.0,3,2,False
54,2026-04-30,1864.0,98.0,4,3,False
54,2026-05-11,2833.0,-6.0,5,4,False
54,2026-05-13,1479.0,8.0,4,5,False
55,2026-05-12,2550.0,153.0,4,1,True
55,2026-06-30,547.0,133.0,3,2,False
55,2026-07-30,2272.0,248.0,6,3,False
55,2026-07-31,1257.0,139.0,3,4,False
56,2026-06-01,2433.0,230.0,4,1,True
56,2026-06-06,1445.0,257.0,2,2,False
56,2026-06-11,1647.0,244.0,6,3,False
56,2026-07-01,2078.0,243.0,4,4,False
56,2026-07-07,2491.0,148.0,3,5,False
56,2026-07-08,3513.0,294.0,3,6,False
56,2026-07-24,854.0,258.0,1,7,False
56,2026-08-04,2361.0,141.0,2,8,False
56,2026-08-10,1858.0,243.0,3,9,False
57,2026-04-02,2361.0,198.0,3,1,True
57,2026-04-12,2601.0,101.0,2,2,False
57,2026-04-20,1249.0,256.0,3,3,False
57,2026-05-05,343.0,165.0,1,4,False
58,2026-03-04,621.0,309.0,8,1,True
58,2026-03-15,1302.0,248.0,3,2,False
58,2026-03-18,1336.0,143.0,1,3,False
58,2026-03-26,1983.0,169.0,4,4,False
58,2026-05-04,2852.0,158.0,3,5,False
58,2026-05-30,2534.0,147.0,1,6,False
58,2026-06-21,3072.0,191.0,3,7,False
59,2025-09-29,1963.0,17.0,1,1,True
59,2025-09-30,1156.0,106.0,5,2,False
59,2025-10-24,1149.0,57.0,5,3,False
59,2025-11-02,1615.0,202.0,3,4,False
59,2025-11-25,2557.0,178.0,4,5,False
59,2025-12-29,2012.0,115.0,2,6,False
59,2026-01-10,1658.0,73.0,5,7,False
60,2025-10-02,2006.0,296.0,2,1,True
60,2025-10-04,1215.0,180.0,2,2,False
60,2025-10-13,2514.0,127.0,4,3,False
60,2025-10-19,555.0,180.0,4,4,False
60,2025-11-01,2596.0,108.0,2,5,False
60,2025-11-05,2199.0,151.0,1,6,False
60,2025-11-23,1228.0,214.0,6,7,False
60,2025-12-08,1892.0,205.0,6,8,False
60,2025-12-20,1524.0,238.0,3,9,False
60,2025-12-25,1834.0,239.0,1,10,False
61,2026-05-11,1869.0,111.0,3,1,True
61,2026-05-12,3080.0,179.0,3,2,False
61,2026-05-28,3149.0,156.0,5,3,False
61,2026-05-31,2337.0,172.0,5,4,False
61,2026-07-08,2624.0,212.0,4,5,False
