user_id,reg_date,channel,promo_hunter,bf_cohort,activated_7d
254,2025-11-02,cpa,False,False,True
255,2025-10-29,organic,False,False,False
256,2026-05-10,social,False,False,False
257,2026-06-06,ctx_category,False,False,False
258,2025-09-09,influencer,False,False,False
259,2025-08-26,social,False,False,False
260,2026-03-14,ctx_brand,False,False,True
261,2025-09-25,social,True,False,False
262,2026-06-09,organic,True,False,True
263,2025-11-26,social,True,True,False
264,2025-09-24,social,True,False,False
265,2026-07-16,cpa,False,False,True
266,2025-10-02,organic,False,False,False
267,2025-11-16,cpa,True,False,False
268,2025-09-28,organic,True,False,False
269,2025-09-13,social,False,False,False
270,2025-08-09,influencer,False,False,True
271,2025-08-21,organic,False,False,False
272,2025-10-06,ctx_category,False,False,False
273,2025-08-21,ctx_category,False,False,False
274,2026-03-13,cpa,False,False,False
275,2026-04-15,organic,True,False,True
276,2025-12-28,cpa,False,False,True
277,2025-11-29,tv,False,True,False
278,2026-02-08,ctx_category,False,False,False
279,2026-06-28,ctx_brand,False,False,True
280,2026-06-19,ctx_category,False,False,False
281,2025-08-17,organic,False,False,True
282,2025-10-08,social,True,False,False
283,2025-10-29,organic,False,False,False
284,2025-11-03,organic,False,False,False
285,2026-03-05,organic,False,False,True
286,2026-01-05,social,False,False,False
287,2025-08-19,ctx_category,False,False,False
288,2025-12-20,ctx_category,False,False,False
289,2026-02-15,organic,False,False,False
290,2025-09-08,organic,False,False,False
291,2026-06-12,ctx_brand,False,False,False
292,2025-08-20,ctx_category,False,False,False
293,2026-07-17,organic,False,False,False
294,2025-09-07,ctx_category,False,False,False
295,2026-06-16,ctx_brand,False,False,True
296,2026-07-09,cpa,False,False,False
297,2026-08-07,ctx_brand,False,False,False
298,2026-05-31,organic,False,False,False
299,2026-05-23,organic,False,False,False
300,2026-04-01,organic,False,False,False
301,2026-05-23,organic,False,False,False
302,2025-09-20,social,False,False,False
303,2026-02-20,social,False,False,False
304,2026-02-11,organic,False,False,False
305,2026-06-22,cpa,False,False,False
306,2026-01-23,organic,False,False,True
307,2025-12-24,social,False,False,False
308,2026-03-31,organic,False,False,False
309,2025-11-09,organic,False,False,True
310,2025-09-22,social,True,False,False
311,2026-01-29,organic,False,False,True
312,2026-01-06,organic,False,False,False
313,2025-10-28,social,False,False,False
314,2025-12-18,ctx_category,False,False,False
315,2025-12-17,cpa,False,False,False
316,2025-12-03,ctx_category,False,False,False
317,2025-12-22,organic,False,False,False
318,2026-04-17,ctx_category,False,False,False
319,2025-11-21,cpa,False,True,False
320,2026-07-26,organic,True,False,True
321,2026-07-14,organic,False,False,False
322,2026-01-30,ctx_category,True,False,False
323,2025-12-03,social,True,False,False
324,2026-02-19,organic,False,False,False
325,2026-06-18,social,False,False,False
326,2026-04-05,organic,False,False,False
327,2026-06-01,ctx_brand,False,False,False
328,2026-02-18,social,False,False,False
329,2026-03-28,organic,False,False,True
330,2025-11-18,organic,False,False,False
331,2026-05-06,ctx_category,False,False,True
332,2025-10-16,organic,False,False,False
333,2026-04-21,cpa,False,False,True
334,2026-06-23,influencer,False,False,False
335,2025-09-20,ctx_category,False,False,True
336,2026-03-21,social,False,False,True
337,2025-09-06,cpa,False,False,False
338,2026-05-03,social,True,False,False
339,2025-09-02,social,False,False,True
340,2026-07-21,organic,True,False,True
341,2025-09-22,cpa,True,False,True
342,2026-07-30,organic,False,False,False
343,2026-05-31,organic,False,False,False
344,2026-03-14,ctx_category,False,False,False
345,2026-05-24,organic,False,False,False
346,2026-05-29,organic,False,False,True
347,2026-07-25,ctx_category,False,False,True
348,2025-11-05,organic,False,False,False
349,2026-03-12,cpa,True,False,False
350,2025-09-06,influencer,False,False,False
351,2026-03-22,social,True,False,False
352,2025-10-04,organic,False,False,False
353,2026-03-03,ctx_category,False,False,True
354,2026-03-05,organic,False,False,False
355,2026-01-24,ctx_category,False,False,False
356,2026-02-15,organic,False,False,True
357,2026-05-17,ctx_brand,False,False,False
358,2026-05-30,organic,False,False,False
359,2026-02-03,tv,False,False,False
360,2026-03-16,organic,False,False,False
361,2026-07-19,ctx_brand,False,False,False
362,2025-09-15,organic,False,False,True
363,2025-09-14,ctx_category,False,False,False
364,2025-09-03,cpa,True,False,False
365,2026-04-07,organic,False,False,False
366,2026-01-06,organic,False,False,False
367,2026-05-21,organic,False,False,False
368,2026-04-12,ctx_category,False,False,False
369,2025-12-05,ctx_category,False,False,False
370,2026-07-07,cpa,True,False,False
371,2026-05-16,cpa,False,False,False
372,2025-11-11,organic,False,False,False
373,2025-12-17,cpa,False,False,False
374,2025-11-28,cpa,False,True,False
375,2025-09-29,ctx_category,True,False,False
376,2025-09-26,organic,False,False,False
377,2026-07-21,social,False,False,False
378,2026-01-13,ctx_category,False,False,False
379,2025-12-24,organic,False,False,False
380,2026-05-04,organic,False,False,True
381,2026-02-26,ctx_category,False,False,True
382,2026-07-21,ctx_category,False,False,False
383,2026-05-23,organic,False,False,False
384,2026-01-29,cpa,False,False,False
385,2025-12-21,organic,True,False,True
386,2026-08-09,organic,False,False,False
387,2026-04-30,organic,False,False,False
388,2026-07-27,ctx_category,True,False,False
389,2025-09-14,organic,False,False,False
390,2026-06-19,social,False,False,False
391,2026-03-30,ctx_brand,False,False,True
392,2025-09-16,organic,False,False,False
393,2026-03-11,organic,False,False,False
394,2026-04-18,ctx_brand,False,False,False
395,2025-08-05,ctx_brand,False,False,True
396,2026-01-20,organic,False,False,False
397,2026-06-09,ctx_brand,False,False,True
398,2025-11-20,ctx_brand,False,True,False
399,2026-01-21,tv,False,False,True
400,2026-01-15,social,True,False,False
401,2025-11-23,organic,False,True,False
402,2026-07-15,ctx_brand,False,False,False
403,2026-05-24,organic,True,False,False
404,2025-09-11,ctx_brand,False,False,False
405,2026-08-13,organic,False,False,True
406,2026-06-30,cpa,False,False,False
407,2025-11-16,ctx_brand,False,False,False
408,2026-06-14,cpa,True,False,False
409,2025-09-10,ctx_category,False,False,False
410,2026-08-14,ctx_brand,False,False,False
411,2026-04-10,organic,False,False,True
412,2026-04-04,organic,False,False,False
413,2025-09-04,social,False,False,False
414,2026-07-06,cpa,True,False,False
415,2025-08-11,organic,False,False,False
416,2025-10-31,ctx_brand,False,False,True
417,2025-09-24,organic,False,False,False
418,2026-05-22,ctx_brand,False,False,True
419,2025-10-15,cpa,False,False,False
420,2026-07-12,organic,False,False,True
421,2026-04-06,organic,False,False,False
422,2025-08-14,ctx_category,False,False,False
423,2025-08-03,organic,False,False,False
424,2025-08-20,organic,False,False,True
425,2026-03-18,organic,False,False,True
426,2026-05-31,ctx_category,False,False,False
427,2025-10-30,tv,True,False,False
428,2026-06-18,cpa,False,False,False
429,2025-08-22,ctx_category,False,False,False
430,2026-05-31,social,False,False,False
431,2026-07-18,ctx_category,False,False,False
432,2026-05-20,ctx_brand,False,False,False
433,2026-04-22,organic,False,False,True
434,2026-06-14,organic,False,False,True
435,2025-08-16,ctx_brand,False,False,False
436,2025-10-16,tv,False,False,False
437,2025-09-17,ctx_category,False,False,False
438,2026-02-08,influencer,False,False,False
439,2026-05-10,organic,False,False,True
440,2026-03-27,organic,False,False,False
441,2026-06-19,tv,False,False,False
442,2025-09-28,organic,False,False,False
443,2026-05-06,ctx_category,False,False,True
444,2025-10-13,organic,False,False,False
445,2025-11-11,cpa,False,False,False
446,2026-04-27,organic,False,False,False
447,2026-08-07,cpa,True,False,False
448,2026-03-20,organic,True,False,False
449,2025-08-21,organic,False,False,False
450,2026-03-22,cpa,True,False,False
451,2025-08-17,organic,False,False,False
452,2026-07-02,organic,False,False,False
453,2026-04-26,ctx_category,False,False,False
454,2025-10-05,organic,False,False,False
455,2025-09-04,organic,False,False,False
456,2025-10-09,organic,False,False,False
457,2026-08-07,ctx_category,False,False,True
458,2026-01-21,organic,True,False,False
459,2026-05-25,cpa,True,False,False
460,2026-03-30,social,False,False,False
461,2026-03-05,organic,False,False,False
462,2025-09-25,ctx_category,False,False,False
463,2026-07-25,ctx_category,False,False,True
464,2025-11-23,ctx_category,True,True,True
465,2026-03-08,ctx_brand,False,False,True
466,2026-04-23,ctx_category,False,False,True
467,2026-04-04,organic,False,False,False
468,2026-07-23,ctx_brand,False,False,True
469,2025-09-26,organic,True,False,False
470,2026-02-09,influencer,True,False,False
471,2026-01-01,ctx_brand,False,False,True
472,2026-01-27,ctx_category,False,False,False
473,2025-09-15,ctx_brand,False,False,False
474,2025-09-20,organic,True,False,False
475,2025-11-14,organic,True,False,False
476,2025-11-24,organic,False,True,False
477,2026-01-10,ctx_category,False,False,False
478,2026-03-20,ctx_category,False,False,False
479,2026-03-29,organic,True,False,False
480,2026-01-04,ctx_brand,False,False,False
481,2026-01-02,organic,False,False,False
482,2025-10-22,ctx_category,False,False,False
483,2026-03-11,organic,False,False,False
484,2025-11-29,cpa,True,True,False
485,2025-08-14,ctx_brand,False,False,False
486,2026-01-06,ctx_brand,False,False,False
487,2026-01-27,social,False,False,False
488,2025-10-25,social,False,False,False
489,2026-03-05,ctx_brand,False,False,False
490,2026-03-03,organic,False,False,False
491,2026-04-24,organic,False,False,False
492,2026-04-03,organic,True,False,True
493,2026-04-05,social,False,False,False
494,2025-11-28,ctx_category,False,True,True
495,2026-05-26,organic,False,False,False
496,2026-02-25,organic,False,False,False
497,2026-01-11,ctx_category,True,False,True
498,2026-03-26,ctx_category,False,False,False
499,2025-12-15,social,False,False,False
500,2026-02-11,ctx_category,False,False,False
501,2026-05-07,organic,False,False,False
502,2026-07-02,social,False,False,False
503,2026-07-16,ctx_brand,False,False,False
504,2026-02-07,ctx_category,False,False,False
505,2026-02-14,organic,False,False,False
506,2026-05-31,social,False,False,False
507,2025-11-28,organic,False,True,False
508,2026-06-14,organic,False,False,True
509,2026-02-04,organic,False,False,True
510,2025-09-13,social,False,False,True
511,2025-08-28,social,True,False,False
512,2026-06-16,organic,False,False,False
513,2025-08-22,organic,False,False,False
514,2025-11-15,organic,False,False,False
515,2025-12-05,ctx_category,False,False,False
516,2025-10-05,ctx_category,False,False,False
517,2025-11-27,social,False,True,False
518,2026-05-09,social,False,False,False
519,2025-08-06,cpa,True,False,True
520,2026-06-10,ctx_brand,False,False,True
521,2026-06-21,cpa,False,False,True
522,2025-12-20,ctx_brand,False,False,False
523,2025-09-28,social,False,False,False
524,2026-03-16,ctx_category,False,False,True
525,2025-09-15,influencer,False,False,False
526,2025-12-17,organic,False,False,False
527,2026-07-30,ctx_category,False,False,False
528,2026-08-13,ctx_category,False,False,False
529,2026-05-20,tv,False,False,False
530,2025-11-26,organic,False,True,False
531,2026-04-18,ctx_category,True,False,False
532,2026-04-25,organic,False,False,True
533,2025-12-25,cpa,False,False,False
534,2026-03-31,social,True,False,True
535,2025-08-05,ctx_category,False,False,False
536,2025-10-19,ctx_brand,False,False,False
537,2026-02-16,ctx_category,False,False,False
538,2025-10-02,ctx_category,False,False,True
539,2025-10-02,organic,False,False,True
540,2026-06-13,cpa,False,False,False
541,2026-08-10,ctx_brand,True,False,False
542,2026-02-27,organic,False,False,False
543,2026-06-15,ctx_category,False,False,False
544,2026-08-11,organic,False,False,False
545,2025-09-23,social,False,False,True
546,2026-01-17,ctx_brand,True,False,True
547,2025-12-27,ctx_category,False,False,False
548,2025-08-31,organic,True,False,False
549,2026-05-14,social,True,False,True
550,2026-01-12,social,True,False,False
551,2026-01-25,social,False,False,False
552,2025-09-27,ctx_brand,False,False,False
553,2025-10-08,ctx_category,False,False,False
554,2026-07-10,ctx_category,False,False,False
555,2025-08-17,organic,True,False,True
556,2025-10-28,organic,False,False,False
557,2025-11-19,ctx_brand,False,False,False
558,2026-02-02,cpa,False,False,False
559,2026-03-11,organic,False,False,True
560,2026-02-03,social,False,False,False
561,2025-09-01,ctx_category,False,False,True
562,2025-11-01,organic,False,False,False
563,2026-06-16,organic,False,False,False
564,2026-03-30,ctx_brand,False,False,False
565,2026-04-04,ctx_brand,False,False,False
566,2026-04-12,organic,False,False,False
567,2026-05-17,cpa,False,False,False
568,2025-08-23,influencer,False,False,False
569,2025-12-17,organic,False,False,False
570,2026-02-21,organic,True,False,False
571,2025-12-07,ctx_category,False,False,False
572,2026-06-17,influencer,False,False,False
573,2026-01-30,influencer,False,False,False
574,2026-05-19,influencer,False,False,False
575,2026-06-19,ctx_brand,True,False,False
576,2026-02-08,tv,True,False,False
577,2026-07-11,organic,True,False,False
578,2026-03-11,organic,False,False,True
579,2026-06-19,social,True,False,False
580,2025-12-08,ctx_category,False,False,True
581,2026-02-06,social,False,False,False
582,2026-02-18,ctx_category,True,False,False
583,2025-09-09,cpa,True,False,False
584,2025-12-30,organic,False,False,True
585,2026-07-14,organic,False,False,True
586,2026-03-28,social,False,False,False
587,2025-10-07,ctx_brand,False,False,False
588,2025-12-07,organic,False,False,False
589,2025-10-12,organic,False,False,True
590,2025-08-10,cpa,False,False,True
591,2026-07-18,influencer,False,False,False
592,2026-01-17,social,False,False,True
593,2025-11-25,social,False,True,False
594,2026-03-15,cpa,True,False,True
595,2025-08-03,organic,False,False,False
596,2025-11-14,ctx_category,False,False,True
597,2026-04-24,ctx_category,False,False,False
598,2026-03-29,influencer,False,False,False
599,2026-08-08,organic,False,False,True
600,2026-03-24,tv,False,False,False
601,2026-01-28,social,False,False,False
602,2026-05-16,organic,False,False,False
603,2026-07-09,ctx_brand,False,False,False
604,2026-05-01,organic,False,False,True
605,2026-08-01,ctx_category,False,False,False
606,2026-05-24,ctx_brand,False,False,False
607,2026-06-25,social,True,False,True
608,2025-09-13,ctx_category,False,False,False
609,2026-05-05,social,False,False,False
610,2026-01-14,organic,False,False,False
611,2026-02-26,cpa,False,False,False
612,2026-04-05,cpa,False,False,False
613,2026-08-03,ctx_category,False,False,False
614,2026-08-09,organic,False,False,False
615,2025-11-18,tv,False,False,False
616,2026-05-06,cpa,True,False,False
617,2026-05-12,cpa,True,False,False
618,2025-12-10,organic,False,False,False
619,2025-09-16,cpa,False,False,True
620,2025-08-16,organic,False,False,False
621,2026-05-22,ctx_brand,False,False,False
622,2026-02-02,social,False,False,False
623,2026-08-09,ctx_brand,False,False,False
624,2026-01-24,organic,False,False,True
625,2026-08-06,ctx_brand,False,False,False
626,2026-01-03,organic,False,False,True
627,2026-05-28,ctx_category,False,False,False
628,2025-09-02,organic,False,False,False
629,2026-02-27,ctx_brand,False,False,True
630,2026-05-31,ctx_category,False,False,False
631,2026-07-17,tv,False,False,False
632,2026-06-08,ctx_brand,False,False,True
633,2025-08-15,ctx_brand,False,False,False
634,2025-12-20,tv,False,False,False
635,2025-08-19,influencer,False,False,False
636,2025-09-11,ctx_category,False,False,True
637,2026-04-13,ctx_category,True,False,False
638,2026-04-28,organic,False,False,True
639,2026-05-21,ctx_category,False,False,False
640,2026-06-25,cpa,False,False,False
641,2026-05-08,tv,True,False,False
642,2026-05-31,organic,False,False,False
643,2025-08-19,organic,False,False,False
644,2025-10-28,cpa,True,False,False
645,2026-03-24,cpa,True,False,False
646,2026-06-22,social,True,False,True
647,2025-08-02,organic,False,False,False
648,2026-02-12,social,False,False,False
649,2026-04-14,ctx_brand,False,False,False
650,2025-08-12,organic,False,False,True
651,2025-12-31,organic,False,False,False
652,2026-07-06,organic,False,False,True
653,2026-04-12,ctx_category,False,False,False
654,2025-10-30,organic,False,False,False
655,2026-06-20,ctx_brand,False,False,False
656,2025-12-10,organic,False,False,False
657,2026-06-20,ctx_brand,False,False,False
658,2025-11-22,influencer,False,True,True
659,2026-03-12,social,False,False,False
660,2025-12-29,organic,True,False,True
661,2025-11-13,ctx_category,False,False,False
662,2026-07-03,organic,False,False,False
663,2025-10-11,ctx_brand,True,False,False
664,2025-09-02,organic,False,False,False
665,2025-12-08,influencer,True,False,False
666,2026-04-29,organic,False,False,False
667,2026-06-03,cpa,False,False,False
668,2026-08-14,social,False,False,False
669,2025-11-21,organic,False,True,True
670,2026-01-02,cpa,True,False,False
671,2025-09-21,ctx_brand,False,False,False
672,2026-03-06,ctx_category,True,False,True
673,2026-08-14,social,False,False,False
674,2026-04-23,organic,False,False,False
675,2026-03-14,organic,False,False,True
676,2025-12-27,cpa,False,False,True
677,2026-07-13,organic,True,False,False
678,2026-02-05,influencer,False,False,False
679,2025-09-20,organic,False,False,False
680,2025-12-17,ctx_brand,False,False,True
681,2025-08-26,ctx_brand,False,False,False
682,2025-10-16,ctx_brand,False,False,False
683,2025-08-07,influencer,False,False,False
684,2026-01-19,organic,False,False,False
685,2026-03-29,ctx_category,False,False,True
686,2025-12-09,organic,False,False,False
687,2026-01-07,organic,False,False,False
688,2026-07-30,organic,True,False,True
689,2026-05-12,ctx_category,False,False,False
690,2026-02-21,ctx_category,False,False,False
691,2025-11-16,organic,False,False,True
692,2026-07-06,tv,False,False,False
693,2025-10-29,organic,False,False,False
694,2025-12-02,cpa,True,False,False
695,2026-07-11,organic,False,False,False
696,2026-02-17,ctx_category,False,False,False
697,2026-05-09,organic,True,False,False
698,2026-03-12,ctx_category,False,False,True
699,2026-04-05,cpa,True,False,False
700,2025-11-22,social,False,True,True
701,2025-10-31,organic,False,False,False
702,2025-12-01,social,False,True,False
703,2025-09-28,ctx_brand,False,False,False
704,2026-06-28,organic,False,False,True
705,2025-11-16,ctx_category,False,False,True
706,2026-03-01,influencer,False,False,True
707,2026-05-28,organic,False,False,False
708,2026-05-25,ctx_category,True,False,False
709,2026-01-14,cpa,False,False,False
710,2026-01-28,ctx_category,False,False,False
711,2026-08-12,ctx_brand,False,False,False
712,2026-04-13,organic,False,False,True
713,2026-06-05,organic,False,False,True
714,2026-07-09,ctx_brand,False,False,False
715,2026-05-26,ctx_category,False,False,False
716,2025-10-10,organic,True,False,True
717,2026-03-02,ctx_brand,False,False,True
718,2025-09-08,ctx_category,True,False,False
719,2026-04-05,organic,False,False,False
720,2026-07-29,social,False,False,True
721,2026-02-11,ctx_category,False,False,False
722,2026-01-12,ctx_category,False,False,True
723,2025-08-14,ctx_brand,False,False,False
724,2026-07-30,organic,False,False,False
725,2025-09-09,ctx_category,False,False,False
726,2025-08-16,social,False,False,False
727,2025-11-02,social,False,False,False
